			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
Fodermiddel	Productname	Plantname	Foderkode	Tørstof, procent	Procent af tørstof	Råaske	Råprotein	Fordøjeligt råprotein	AAT	PBV	Råfedt	Fordøjeligt råfedt	Fedtsyrer	Jodtal	Kulhydrat	Træstof	Sukker	Stivelse	Fordøjelige cellevægge	NDF	Fordøjelighedskoefficient	Råprotein	Protein nedbrg. (% af N)	Oprindeligt protein i tarm	Unedbrudt protein i tarm	Råfedt	Kulhydrat	Organisk stof	Mineraler, pr. kg tørstof	Calcium, g	Fosfor, g	Magnesium, g	Kalium, g	Natrium, g	Klor, g	Svovl, g	CAB, meq	Jern, mg	Mangan, mg	Zink, mg	Kobber, mg	Cobolt, mg	Selen, mg	Vitaminer, pr. kg tørstof	A-vitamin, 1000 i.e.	Beta-cartoen, mg	D-vitamin, 1000 i.e.	E-vitamin, mg	Struktur/fylde, pr. kg tørstof	Tyggetid, minutter	FFk, fylde køer	FFu, fylde ungdyr	Energi	Ford. energi, MJ pr. kg tørstof	FE pr. kg tørstof	Indhold pr. FE	Kg tørstof	Kg foder	Ford. råprotein, g	AAT, g	PBV, g	Fedtsyrer, g	Sukker, g	Stivelse, g	Ford. cellevægge, g	FFk, fylde køer	FFu, fylde ungdyr	Tyggetid, minutter	PigFE	Pig Ford råprotein	Lysin	Methionin	Treonin	FeedCat
Hvidkløver- halm 			715	85	  	9.7	14.5	10.485	4.222268	1.60375	1.4	0.344	0.35	  	74.4	34	4.5	0	35.239	  	  	72.31034	60	67	0	24.571	53.41263	56	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	102	0.65	1.367102	  	9.533455	0.4558789	  	2.193565	2.580665	229.9952	92.61819	35.17929	7.677477	98.71042	0	772.9903	1.425817	2.998827	223.7436						2
Rajgræs- halm 			716	85	  	5.6	6.5	3.045	4.955818	-4.4291	1.4	0.344	0.35	  	86.5	33	4.5	0	42.143	  	  	46.84615	60	67	0	24.57142	53.92254	53	  	3.4	1.1	0.8	15	0.8	3.2	0.8	278.2734	  	60	70	5	0.05	  	  	  	  	  	  	  	99	0.65	1.414753	  	8.924614	0.399134517	  	2.505421	2.947555	76.29006	124.1641	-110.967	8.768973	112.7439	0	1055.859	1.628523	3.544551	248.0366						2
Rød- svingel -halm 			717	85	  	4.7	3.8	0.534	3.551937	-3.68964	1.4	0.344	0.35	  	90.1	43	4.5	0	28.93	  	  	14.05263	60	67	0	24.57142	37.10321	36	  	3.4	1.1	0.8	15	0.8	3.2	0.8	278.2734	  	60	70	5	0.05	  	  	  	  	  	  	  	129	1	1.750952	  	6.030174	0.078174286	  	12.79193	15.04933	68.3089	454.3612	-471.976	44.77175	575.6368	0	3700.705	12.79193	22.39805	1650.158						2
Type 0, granuleret 			737	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	210	0	80	0	80	128	0.5	-158.622	  	4000	4500	900	25	20	  	600	  	160	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						
Type 1, granuleret 			721	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	220	55	40	0	50	80	0.5	-110.858	  	4000	4500	900	25	20	  	600	  	160	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						
Type 2, granuleret 			722	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	170	85	60	0	50	80	0.5	-110.858	  	4000	4500	900	25	20	  	600	  	160	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						
Type 3, granuleret 			723	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	60	100	120	0	50	80	0.5	-110.858	  	4000	4500	900	25	20	  	600	  	160	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						
Type U, granuleret 			728	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	50	100	160	0	50	80	0.5	-110.858	  	4000	4500	900	25	20	  	0	  	0	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						
Type G, granuleret 			733	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	20	100	140	0	80	128	0.5	-158.622	  	4000	4500	900	25	20	  	600	  	160	8000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						
Type K, granuleret 			735	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	240	40	40	0	40	64	0.3	-82.4364	  	4000	3000	600	25	10	  	200	  	20	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						
Type 0, pelleteret 			738	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	105	0	40	13.5	40	64	0.5	250.332	  	2000	2250	450	12.5	10	  	300	  	80	2000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						
Type 1, pelleteret 			725	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	110	22.5	20	13.5	25	40	0.5	274.2145	  	2000	2250	450	12.5	10	  	300	  	80	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						
Type 2, pelleteret 			726	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	85	42.5	30	13.5	25	40	0.5	274.2145	  	2000	2250	450	12.5	10	  	300	  	80	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Type 3, pelleteret 			727	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	30	50	60	13.5	25	40	0.5	274.2145	  	2000	2250	450	12.5	10	  	300	  	80	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Type U, pelleteret 			729	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	25	50	80	13.5	25	40	0.5	274.2145	  	2000	2250	450	12.5	10	  	0	  	0	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Type G, pelleteret 			734	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	10	50	70	13.5	40	64	0.5	250.332	  	2000	2250	450	12.5	10	  	300	  	80	4000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Type K, pelleteret 			736	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	120	20	20	13.5	20	32	0.5	282.1753	  	2000	1500	300	12.5	5	  	100	  	10	500	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Flydende mineral 			750	100	  	90	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	96	36	  	  	  	  	  	  	3500	3300	2000	8	20	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Kridt 			720	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	380	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Magne- siumoxyd 			730	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	560	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Magne- siumfosfat 			731	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	130	240	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Monoam- monium- fosfat 			724	100	  	90	71	71	0	71	  	  	  	  	  	0	  	  	  	  	  	100	100	  	  	  	0	  	  	  	240	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Mono- calcium- fosfat 			732	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	160	227	10	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Fodersalt 			740	100	  	100	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	380	570	  	465.4011	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Natrium- bikarbonat 			741	100	  	100	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	270	  	  	11739.13	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Natrium- hydroxyd 			742	100	  	100	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	575	  	  	25000	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Glauber- salt 			743	100	  	100	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	144	  	100	10.86956	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
Foder- urea 			760	100	  	100	288	288	0	288	  	  	  	  	  	0	  	  	  	  	  	100	100	  	  	  	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  
ADE- vitaminer, piller 			770	100	  	41	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	10	  	5000	  	200	10000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  																																																															
ADE- vitaminer, pulver 			771	100	  	41	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	10	  	2500	  	200	22000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  																																																															
ADE- vitaminer, flydende 			775	100	  	  	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	10	  	30000	  	3000	66000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  																																																															
E- vitaminer, pulver 			777	100	  	41	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	27500	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  																																																															
Mælke- erstatning, 60% skummet-mælk 			301	95	  	6.7368	25.26315	20.49473	5.302438	16.35149	20	18.2	17	  	48.00004	0.105263	45.7	2.32	0	  	  	81.125	100	  	100	91	100	95	  	11	8	1.7	11	5	  	  	  	105.2631	31.57894	42.10526	5.263157	0.315789	0.315789	  	26.3157	  	3.1578	315.7894	  	4	0.22	1.05	  	19.45997	1.555226884	  	0.642993	0.676834	131.7796	34.0943	105.1389	109.3088	293.8478	14.91743	0	0.141458	0.675142	2.571972																																																															
Mælke- erstatning, 51% skummet-mælk 			302	95	  	7.1579	23.68421	19.02631	5.952795	13.67951	14.73684	13.14736	12.52631	  	54.42104	0.105263	52.12	2.32	0	  	  	80.33333	100	  	100	89.21428	100	95	  	11	8	1.7	11	5	  	  	  	105.2631	31.57894	42.10526	5.263157	0.315789	0.315789	  	26.3157	  	3.1578	315.7894	  	4	0.22	1.05	  	18.39007	1.449414002	  	0.689934	0.726246	131.2689	41.07035	94.37959	86.42327	359.5936	16.00646	0	0.151785	0.72443	2.759736																																																															
Mælke- erstatning, valle- baseret 			303	95	  	11.5789	18.94736	14.62105	5.652504	9.44736	17.89473	16.17894	15.21052	  	51.57899	0.105263	51.58	0	0	  	  	77.16666	100	  	100	90.41176	100	95	  	11	8	1.7	11	5	  	  	  	105.2631	31.57894	42.10526	5.263157	0.315789	0.315789	  	26.3157	  	3.1578	315.7894	  	4	0.22	1.05	  	17.87181	1.398159463	  	0.715226	0.75287	104.5735	40.42817	67.56997	108.7895	368.9135	0	0	0.157349	0.750987	2.860904																																																															
Mælke- erstatning, valle- soja- baseret 			304	95	  	11.5789	23.15789	18.53684	5.34382	14.17668	16.8421	15.16842	14.31578	  	48.4211	1.052631	48.42	0	0	  	  	80.04545	100	  	100	90.0625	100	95	  	11	8	1.7	11	5	  	  	  	105.26	31.58	42.11	5.26	0.32	0.315789	  	26.32	  	3.16	315.79	  	4	0.22	1.05	  	17.99773	1.407324844	  	0.710568	0.747967	131.7168	37.97147	100.7349	101.7233	344.057	0	0	0.156324	0.746096	2.842272			  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
